{5BBE9CB3-6332-4EB0-9CD3-8737CEA4A65A},42000,21/12/1995 00:00,NE4 9DN,S,N,F,8,,MATFEN PLACE,FENHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{553C3659-91B8-475B-9842-F8A5BA93CF06},150000,06/10/1995 00:00,W11 2JH,F,N,L,117,SECOND FLOOR FLAT,ELGIN CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0A0FD047-7F85-4647-BE77-B518CDD41CB2},435000,21/02/1995 00:00,W8 7HN,F,N,L,CAMPDEN HILL COURT,80,CAMPDEN HILL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{791CC20D-3407-4390-A41C-744D82C7CF1E},72500,26/01/1995 00:00,W11 4JT,F,N,L,12,,LADBROKE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{68CF427A-E902-4C60-B354-7B782ED6263C},104000,16/06/1995 00:00,SW5 9JZ,F,N,L,46,FLAT 5,EARDLEY CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{096C9ABE-124E-4D0C-BF66-7451B391744E},105000,13/11/1995 00:00,W10 6QH,F,N,L,1,,NORTH POLE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{254F9F28-6D50-4CA3-B516-8ED8A7CE4BEF},335000,29/03/1995 00:00,W8 6JW,T,N,F,33,,LEXHAM MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BD205BF4-6CC2-4782-8052-FC3355C90004},535000,31/07/1995 00:00,SW3 2LB,T,N,F,33,,FIRST STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{723ABF67-50B8-489C-B4DE-F531D48428B0},93500,13/03/1995 00:00,W8 7PU,F,N,L,"PALMERSTON HOUSE, 60",FLAT 39,KENSINGTON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BFACD23D-347C-4CA3-9C83-AE0C6806B12C},1750000,06/01/1995 00:00,SW3 6EB,T,N,L,155,,OLD CHURCH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4AB73A1B-A124-4B0F-89D2-AE0EBC0BDDE8},535000,17/11/1995 00:00,SW1X 0EQ,T,N,F,61,,CLABON MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{580CE930-9B21-497E-A032-AE0F7C223036},218900,08/09/1995 00:00,W8 4AP,T,N,F,4,,BERKELEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{21F1D476-43EE-4F81-A6CA-EE2B74D2A3ED},460000,24/11/1995 00:00,W11 2ND,F,N,L,9,FLAT 4,STANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{30A1BAFA-E3C6-4A43-9463-F539C55415CE},650000,05/04/1995 00:00,SW3 4RD,T,N,F,2,,CHELTENHAM TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{154E9841-3035-4134-9487-EE2DA4715CA1},400000,21/11/1995 00:00,SW10 9QU,T,N,F,95,,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8F36DF84-D3B1-428F-87AB-FC3CEA1814A3},221000,14/07/1995 00:00,SW10 0PR,T,N,F,21,,BURNABY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3A37E583-74EC-4FE2-B999-8EE50DE99319},425000,29/08/1995 00:00,SW5 9HP,T,N,F,239A,,OLD BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7FA317D5-F96E-4BEA-8A02-A70749F59238},425000,08/09/1995 00:00,W8 7QJ,F,N,L,50,,CAMPDEN HILL GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A3E9A217-1314-4555-B2C0-7B8F46FC93D1},325000,27/03/1995 00:00,SW10 9JZ,F,N,L,4,,REDCLIFFE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FC9C01E1-E438-428B-9D0B-7F1911F61997},940000,23/03/1995 00:00,W8 7HY,F,N,L,3,,OBSERVATORY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E47EDD56-4C55-4EF3-8EA5-AE1F08607677},82000,13/11/1995 00:00,SW3 3TT,F,N,L,MERIDEN COURT,FLAT 10,CHELSEA MANOR STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F15D80DF-4A26-4DFA-A5E1-F1B9785987C1},125000,23/06/1995 00:00,SW10 9QT,F,N,L,"DONOVAN COURT, 107",FLAT 27,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CF83A3BA-0282-4937-879C-7B969FAD5845},60000,18/10/1995 00:00,SW3 3EU,F,N,L,CHELSEA CLOISTERS,905,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6AC6AA1D-7992-4B99-B586-8B4DA1D7978F},520000,21/06/1995 00:00,SW3 2AH,T,N,L,20,,YEOMANS ROW,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A80A0F9A-990B-4ECB-955A-9284BD63B272},242000,27/10/1995 00:00,SW3 2DY,F,N,L,315A,,BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1EDDE225-159A-4AE5-8101-FC50BAB90DBF},602999,10/07/1995 00:00,W11 3RS,F,N,L,50,FLAT 3,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ABDAC5CD-3781-4A75-91DD-7F22D9398983},95000,02/02/1995 00:00,W8 7EG,F,N,L,79,7,BEDFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1AC47010-5131-4B99-B507-7F237BB1BFBF},235000,16/06/1995 00:00,W10 5UL,F,N,L,81C,,OXFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{84836077-1105-4CF5-9FAD-8EF4574547B4},255000,23/03/1995 00:00,W8 4BE,F,N,L,BULLINGHAM MANSIONS,FLAT 52,KENSINGTON CHURCH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DF5D7EE7-CA7B-4FA5-A771-FC5311DCBA46},126000,02/10/1995 00:00,W11 3JS,F,N,L,"HOBSON HOUSE, 83 - 85",FLAT 3,NOTTING HILL GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{221D400A-6D63-41D4-B854-B1B55F7B5A68},200000,01/05/1995 00:00,W11 2PT,F,N,L,10,FLAT 3,LADBROKE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1717D00A-DDDB-40AD-A747-AA9A14E841FB},152000,06/09/1995 00:00,SW10 9BJ,F,N,L,4,FLAT 3,WESTGATE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9F82A0AF-FFE4-4BF8-9D20-B540A398BEAC},61000,20/01/1995 00:00,SW3 5EG,F,N,L,KINGS COURT SOUTH,FLAT 54,CHELSEA MANOR GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2D0FCDAB-0695-4650-8A4E-7B9F292AB431},135000,18/12/1995 00:00,W8 6QL,F,N,L,130,FLAT 2,EARLS COURT ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{119293A1-027C-4FDE-BE73-92A9B3F8202C},98500,01/09/1995 00:00,SW5 9LA,F,N,L,41,BASEMENT FLAT 4,KEMPSFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0E379269-9B64-4F2C-A812-FC598C02A48A},81000,19/06/1995 00:00,W10 5LU,F,N,L,216,BASEMENT,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{69D2FBA0-2F1D-457E-A8A0-780771EAFE72},150000,16/06/1995 00:00,W10 6NG,F,N,L,106,FLAT 6,OXFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FF9F6AB0-928E-4F25-89C4-7BA0D8C7B875},180000,27/01/1995 00:00,SW7 4DB,F,N,L,33 - 35,FLAT 11,COURTFIELD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F8CB1BCE-0565-4103-ACBF-F8D32E159CA1},222500,31/08/1995 00:00,SW10 9DZ,T,N,F,11,,COLEHERNE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5809EA8B-57FF-47C1-B530-F5568A24B183},84650,08/08/1995 00:00,W10 5ST,F,N,L,36,FLAT A,ST LAWRENCE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9BAAB178-68E1-48D7-B3C5-B546A34C7717},1700000,18/07/1995 00:00,SW10 9LP,S,N,F,28,,THE LITTLE BOLTONS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0611980E-A510-4B86-BC0A-AAA0DFFE0AD4},455500,12/01/1995 00:00,W8 7NG,F,N,L,7,FLAT 5,SHEFFIELD TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{15B10FFB-E36D-49C4-AAD6-A71D13AF0957},175000,18/04/1995 00:00,SW7 3BD,F,N,L,17,FLAT 2,CRANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{826DAE7A-46C4-4AB2-844E-70ED4890401E},120000,18/01/1995 00:00,SW7 5PH,F,N,L,22,FLAT F,QUEENS GATE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{50B43597-FBFB-48BA-88B6-A71E8BABE31C},155000,28/07/1995 00:00,W8 4JE,F,N,L,36,FLAT B,GORDON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5874D911-4DA6-45D4-9B23-AAA29C9852A1},150000,13/03/1995 00:00,SW7 5DX,D,N,L,50,,HYDE PARK GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{614B72EF-5129-400A-BE0E-7BA64BEA2E46},430000,12/10/1995 00:00,W11 3TD,F,N,L,17,FLAT 2,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DDD62C42-3546-471A-BD7D-8B5DC0133D9F},280000,17/03/1995 00:00,W8 7PB,T,N,F,93,,PEEL STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{706E87DB-1EF3-4325-A27C-87D5AF01149F},425000,07/07/1995 00:00,SW7 3AL,F,N,L,18,FLAT 2,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E444D990-797E-4603-A5EA-B54C909BBC63},220000,20/01/1995 00:00,SW7 5QT,T,N,F,76,,STANHOPE MEWS EAST,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E720FE91-31B5-423E-9F2A-F55ECDF729F0},350000,15/12/1995 00:00,SW7 3NJ,F,N,L,1,FLAT 1,,TALBOT ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{798338A3-1077-4EB6-B3A5-87DB241E7710},307500,23/06/1995 00:00,W8 5BL,F,N,L,HAMSTON HOUSE,FLAT 4,KENSINGTON COURT PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CFE55F4A-BCAF-4E23-94D9-EE52BBF8DEAD},105000,13/04/1995 00:00,W10 5LU,F,N,L,208,FLAT 3,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DB9B88D7-AC97-4586-B005-F8DDCAD9B8F3},420000,30/05/1995 00:00,W8 7PR,T,N,F,27A,,KENSINGTON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2BA30C6F-531A-4711-B2B6-7BAE21702115},125000,17/05/1995 00:00,SW3 4JD,F,N,L,"CHELSEA LODGE, 58",FLAT 3,TITE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E8BE2856-247E-4589-8224-781669A6275D},182500,22/12/1995 00:00,SW10 0TN,F,N,L,35B,,FERNSHAW ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{51DDB6C2-C407-4944-A43B-F8E128323C16},795000,15/09/1995 00:00,W2 4TA,T,N,F,12,,CHEPSTOW PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B6E78730-AFE6-4288-B987-78178E68D0DC},148500,07/07/1995 00:00,W8 6QH,F,N,L,101C,,EARLS COURT ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8B3D6492-A6C5-4B12-B158-7BAFDF1FE57A},212000,28/09/1995 00:00,SW1X 0AD,F,N,L,42,FLAT 3,PONT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F215FC18-DEF0-4B31-8D94-B1CD14EA9FAC},187000,02/06/1995 00:00,W10 6PT,T,N,L,46,,HIGHLEVER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3D32B4AE-01AE-4076-B6F9-F1D8AC52D1BB},112500,07/02/1995 00:00,SW1X 0DE,F,N,L,21F,,LENNOX GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EDBDCBCE-1695-477F-979E-A72EDDBB3517},190000,23/01/1995 00:00,SW1W 8DJ,F,N,L,30,FLAT 4,SLOANE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C30C72FC-DEC8-4F29-9E64-B55A1EBD790E},161000,25/08/1995 00:00,W2 4ES,F,N,L,16F,,LINDEN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{87476709-DE3C-4098-AE5F-7BB5630A3BBB},750000,28/11/1995 00:00,W11 4SN,T,N,F,26,,ROYAL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{844CDF0E-91D5-407B-BA37-8B6F2D7D0351},55000,15/06/1995 00:00,SW3 6SH,F,N,L,"PELHAM COURT, 145",FLAT 75,FULHAM ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AD7C83EF-D454-4A0B-8B2C-92A5A29097ED},135000,19/05/1995 00:00,SW5 9TQ,F,N,L,"KENSINGTON MANSIONS, A",46,,OVERBURY ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6D0CF3C4-4C2E-404B-BECD-7BB824B9CF6E},95000,24/02/1995 00:00,W14 8LY,F,N,L,"HUNGERFORD HOUSE, 22",FLAT 16,NAPIER PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B0C87097-20D6-49F7-A6BB-92A6C6764FA9},120000,14/12/1995 00:00,W8 7AX,F,N,L,19,FLAT 3,CAMPDEN HILL GARDENS,KENSINGTON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3CCB189A-93E9-4112-9120-F56DBB335BB9},200000,09/06/1995 00:00,SW5 0JP,F,N,L,17,FLAT 4,WETHERBY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{663473D7-C0B1-4357-95AB-7494DAA5658B},290000,22/08/1995 00:00,SW3 4EU,F,N,L,"CONWAY HOUSE, 5 - 6",FLAT 5,ORMONDE GATE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5BFC091C-7A0F-490E-A01B-A73490678025},117500,14/07/1995 00:00,SW10 9QW,F,N,L,"CHELSEA COURT, 95",FLAT 35,ELM PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7CC858F8-AEB0-43BA-B704-7822B7645D3B},260000,21/03/1995 00:00,SW3 1PY,F,N,L,"COLLIER HOUSE, 163 - 169",FLAT 4B,BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A269E333-AB0C-4331-BE6B-A102E8C50848},145000,28/04/1995 00:00,SW5 0SP,F,N,L,"MOSCOW MANSIONS, 224",FLAT 1,CROMWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4A7F0BAE-BB71-4F40-BF08-F8EFE48266B7},140000,06/03/1995 00:00,W14 8NN,F,N,L,KENTON COURT,FLAT 25,KENSINGTON HIGH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ED524A96-1F8F-4D74-8FBB-EE66B60FA982},242500,17/11/1995 00:00,W11 3DL,F,N,F,66,,PORTOBELLO ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F68A39AE-857B-49E1-AC57-F575A6D7B2F2},94000,23/11/1995 00:00,SW7 3PE,F,N,L,11,FLAT 2,ROLAND GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FA703E0F-17DC-40CE-8A58-AE4E1F62D761},54000,13/01/1995 00:00,SW3 3EJ,F,N,L,CHELSEA CLOISTERS,583,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{52B9E984-10BB-4DF4-A875-B1DAB1E50671},202000,30/08/1995 00:00,SW5 0BZ,F,N,L,"BOLTONS COURT, 216",FLAT 9,OLD BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A5318883-828C-4BBB-906F-B1DC7C72DB55},525000,30/01/1995 00:00,W8 5AH,T,N,F,36,,DE VERE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5D27C8CC-067A-4EDA-854C-965095C2EEBC},820000,20/10/1995 00:00,W8 6PT,T,N,F,23,,SCARSDALE VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{86411A41-15A1-4277-8018-92CE7C26B560},192500,28/04/1995 00:00,SW10 0DA,F,N,L,"ELIZABETH COURT, 47",FLAT 43,MILMANS STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{56A88E5E-FC90-4BFB-A0D4-A109C66B811D},72000,11/12/1995 00:00,SW10 0TG,F,N,L,23A,,FERNSHAW ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B55DBD4D-8E03-4A99-A5DA-A109D07ADB1F},211000,10/10/1995 00:00,SW7 4AA,F,N,L,40,FLAT B,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{684F2E9D-1F0F-4647-BEE4-99EB7399E648},317500,02/06/1995 00:00,SW1X 9DX,T,N,L,12,,CADOGAN LANE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5EB5F6C6-C0BB-4A5F-926A-7111459DF01D},225000,13/10/1995 00:00,SW7 4DB,F,N,L,41 - 43,FLAT 12,COURTFIELD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D02793B0-BB46-4AA4-BB71-B56BE8F41264},179000,16/06/1995 00:00,W8 4RP,F,N,L,18A,,PALACE GARDENS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1C4964A1-CB6F-4456-91C6-74A51297F7CC},675000,14/07/1995 00:00,SW1X 0EG,T,N,L,23,,CLABON MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F755B94D-DE41-4471-8C91-F8FA5F5998E2},126000,14/08/1995 00:00,SW10 9DT,F,N,L,17,GROUND FLOOR FLAT,REDCLIFFE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0BD1A0BB-18AC-4E18-9AE8-74A66A38A0E4},90000,16/02/1995 00:00,SW10 9BG,F,N,L,5,BASEMENT FLAT,,TALBOT ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4AE52A15-FD74-4025-AB6A-EE70006CF1EA},60000,31/05/1995 00:00,SW3 6AL,F,N,L,"VALE COURT, 21",FLAT 10,MALLORD STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{850B5B8A-A7CD-4B1F-81CE-F901229233AE},230000,21/09/1995 00:00,SW10 9JX,F,N,L,11,FLAT G,REDCLIFFE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{740BD6B5-499F-4C4E-88B2-78375DBC1A18},180000,15/11/1995 00:00,SW3 1PS,F,N,L,19,FLAT 4,BEAUFORT GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9FB205C3-3924-4FDC-B651-FC896A5B5142},311250,31/03/1995 00:00,SW7 5BX,T,N,F,14,,ATHERSTONE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{848009A0-ED7A-4E2C-914A-AE6139B9FAD9},250000,06/03/1995 00:00,SW7 3QD,F,N,L,73,FLAT 1,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{826015CF-B3CB-4754-84D3-74AF4427F4FB},285000,28/07/1995 00:00,SW5 0EB,F,N,L,COLEHERNE COURT,211,,TALBOT ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8F52D966-504C-4A5D-BA18-9D843483A8A5},105000,13/03/1995 00:00,SW7 5JT,F,N,L,71,BASEMENT FLAT,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{37F9BAC1-7D59-4CC5-8371-A11856D3A7CC},150000,21/12/1995 00:00,SW7 4BD,F,N,L,64A,,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{197B56ED-1F48-4C22-8270-A74E8384BC91},125000,26/05/1995 00:00,W11 4RF,F,N,L,37,FLAT 5,ST JAMES GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F425EA97-D8C1-4EA7-B737-96634C67251E},172500,20/09/1995 00:00,SW5 9TL,F,N,L,"NEVERN MANSIONS, 44",FLAT 28A,WARWICK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2222AF32-8240-412A-8E29-784164F03F9E},310000,28/07/1995 00:00,SW7 5QY,F,N,L,39,THIRD AND FOURTH FLOOR FLAT,STANHOPE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{98AD8DC8-C6B8-4C73-9076-92E2E35DDEDD},925000,01/02/1995 00:00,SW3 6EX,S,N,F,7,,CARLYLE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{02A21DC1-9D9F-4D6B-B8D9-EE7E8D702A6A},2500000,09/08/1995 00:00,SW10 9SJ,S,N,F,43,,GILSTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{81E4E342-95C7-4BE6-8340-B1F2A958EC3D},415000,30/01/1995 00:00,SW1X 9AA,F,N,L,"WILBRAHAM MANSIONS, 10",FLAT 4,WILBRAHAM PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{934166F9-7BCC-40B9-95FE-9D8DA4CE3D4F},59000,12/09/1995 00:00,SW7 4LX,F,N,L,11B,,COLBECK MEWS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D96D2107-E027-4B25-8A4C-B1F8A7D272D4},273000,14/03/1995 00:00,SW10 9UT,T,N,F,12,,BILLING STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F618FFB3-5404-4DAF-87F7-AADC1AB53FE0},128000,28/12/1995 00:00,W11 4LN,F,N,L,107,FLAT A,PORTLAND ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{551E81BA-F686-4FF5-927D-F594365A7974},100000,30/06/1995 00:00,SW5 0JJ,F,N,L,18,FLAT 5,BRAMHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4A5655B3-8B91-4BB8-973A-B58302791DCD},129000,19/12/1995 00:00,W11 2BS,F,N,L,22,FLAT 4,COLVILLE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{44F817C2-DD47-41B9-A774-B1FB03A2B354},455000,02/06/1995 00:00,W8 7PN,T,N,F,44,,EDGE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4BE41911-9270-43DA-A1A3-F59A1BE5CBDD},390000,10/02/1995 00:00,W8 4SB,F,N,L,39B,,PALACE GARDENS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F7FE8615-F085-4C55-B4C5-A75D8DA7B9B1},102500,22/12/1995 00:00,W10 6JE,F,N,L,81,FLAT 2,CAMBRIDGE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8EE4886A-B56D-4FFE-9E54-713183E058D8},515000,29/08/1995 00:00,SW3 5BB,F,N,L,MORES GARDEN,10,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C7A69069-40F6-42A6-A011-92F0E366540B},110000,13/04/1995 00:00,W10 6ET,F,N,L,117,FLAT 2,CHESTERTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8E2CA83A-44DA-4531-890C-9D97C139517D},80500,10/11/1995 00:00,SW10 9PB,F,N,L,68,FLAT 10,ELM PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{560359DB-98F0-4454-90AE-FC9E4C40B575},1095000,17/11/1995 00:00,W11 2PT,T,N,F,14,,LADBROKE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0DDE4CD1-29EB-461C-953D-F91830B24B32},76000,06/10/1995 00:00,W10 6AB,F,N,L,48B,,DALGARNO GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5383D082-78F2-4B0C-8206-F209102D90E2},235000,15/09/1995 00:00,W8 5LF,F,N,L,FALKLAND HOUSE,FLAT 6,MARLOES ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2E163167-E6E3-4693-9F6E-AAE19557B9D7},410000,25/01/1995 00:00,W8 7AS,T,N,F,172,,CAMPDEN HILL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DB657A68-5125-4329-BE31-AAE37882345B},650000,10/11/1995 00:00,SW3 1AP,F,N,L,BASIL MANSIONS,FLAT 4,BASIL STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
